iyp_org_name,lei,lei_legal_name,lei_countries,entity_status,registration_status,match_method,confidence,matched_name,hint,iyp_countries,peeringdb_org_ids,caida_org_ids,iyp_websites,iyp_n_as
ECMD INC.,549300W1TT7HCDDX0Q95,"ECMD, Inc.",US,ACTIVE,ISSUED,legal_exact,1.0,ecmd inc,,US,,ECMDI-ARIN,,1
ECOBANK NIGERIA LIMITED,254900GIRS0WUNS8DQ30,Ecobank Nigeria Limited,NG,ACTIVE,ISSUED,legal_exact,1.0,ecobank nigeria limited,,NG,,ORG-ENL2-AFRINIC,,1
"ECOM Atlantic, Inc.",549300HGE8ZUQNMN8X48,"ECOM ATLANTIC, INC.",US,ACTIVE,ISSUED,legal_exact,1.0,ecom atlantic inc,,US,,ECOMA-3-ARIN,,1
ECOTEL inc.,254900H783JK3HAQ4U88,ECOTEL INC.,CA,ACTIVE,ISSUED,legal_exact,1.0,ecotel inc,,CA,,ECOTE-1-ARIN,,1
ECS Info Tech Private Limited,9845006F9B2D3GEC5343,ECS INFO TECH PRIVATE LIMITED,IN,ACTIVE,ISSUED,legal_exact,1.0,ecs info tech private limited,,IN,,ORG-EBPL1-AP-APNIC,,1
EDELCAP SECURITIES LIMITED,254900JMWNSZJPS9BO21,EDELCAP SECURITIES LIMITED,IN,ACTIVE,ISSUED,legal_exact,1.0,edelcap securities limited,,IN,,@aut-141173-APNIC,,1
EDERA Group a.s.,315700F9QCMSGGJLDK82,EDERA Group a.s.,CZ,ACTIVE,ISSUED,legal_exact,1.0,edera group a s,,CZ,9485,,https://www.edera.cz,1
EDF ENERGY NUCLEAR GENERATION LIMITED,5299004QFXGTMTN5WX36,EDF ENERGY NUCLEAR GENERATION LIMITED,GB,ACTIVE,ISSUED,legal_exact,1.0,edf energy nuclear generation limited,,GB,,ORG-EENG1-RIPE,,1
"EDF Trading North America, LLC",4PLZOSBINH3Y5LEZR334,"EDF TRADING NORTH AMERICA, LLC",US,ACTIVE,ISSUED,legal_exact,1.0,edf trading north america llc,,US,,ETNAL-ARIN,,1
EDP Renewables North America LLC,YRVEJFXK3OP1ORW1BY18,EDP RENEWABLES NORTH AMERICA LLC,US,ACTIVE,LAPSED,legal_exact,1.0,edp renewables north america llc,,US,,ERNAL-ARIN,,1
EDP S.A.,529900CLC3WDMGI9VH80,"EDP, S.A.",PT,ACTIVE,ISSUED,legal_exact,1.0,edp s a,,PT,,ORG-EEDP1-RIPE,,1
EDWARDS LIFESCIENCES CORPORATION,YA13X31F3V31L8TMPR58,EDWARDS LIFESCIENCES CORPORATION,US,ACTIVE,ISSUED,legal_exact,1.0,edwards lifesciences corporation,,US,,ELC-91-ARIN,,1
EET Group A/S,529900KATQDXPJECX349,EET GROUP A/S,DK,ACTIVE,ISSUED,legal_exact,1.0,eet group a s,,DK,,ORG-EGA34-RIPE,,1
EFFECTIVE TELE SERVICES PRIVATE LIMITED,2549005JYWB4X8G4LS30,EFFECTIVE TELE SERVICES PRIVATE LIMITED,IN,ACTIVE,LAPSED,legal_exact,1.0,effective tele services private limited,,IN,,@aut-152157-APNIC,,1
EFS Euro-Finanz-Service Vermittlungs AG,391200YJ3AEHV8UOR896,EFS Euro-Finanz-Service Vermittlungs AG,DE,ACTIVE,ISSUED,legal_exact,1.0,efs euro finanz service vermittlungs ag,,DE,,ORG-EEVA1-RIPE,,1
"EHS, s.r.o.",097900CAKA0000120158,"EHS, s.r.o.",SK,ACTIVE,LAPSED,legal_exact,1.0,ehs s r o,,SK,42269,ORG-ES272-RIPE,https://www.ehs.sk/,1
EI TOWERS S.P.A.,8156008F598B4A57DF90,EI TOWERS S.P.A.,IT,ACTIVE,ISSUED,legal_exact,1.0,ei towers s p a,,IT,28135,ORG-ETS21-RIPE,http://www.eitowers.it/,1
EIDSIVA DIGITAL AS,894500GY6XFQWI8PKN45,Eidsiva Digital AS,NO,ACTIVE,ISSUED,legal_exact,1.0,eidsiva digital as,,NO,,ORG-EEA2-RIPE,,1
EKCO CLOUD AND SECURITY LIMITED,9845007AK8542BHC0385,EKCO CLOUD AND SECURITY LIMITED,GB,ACTIVE,ISSUED,legal_exact,1.0,ekco cloud and security limited,,GB,,ORG-CL249-RIPE,,1
EKCO LONDON LIMITED,9845002GE56515DEED25,EKCO LONDON LIMITED,GB,ACTIVE,ISSUED,legal_exact,1.0,ekco london limited,,GB,,ORG-TSCL1-RIPE,,1
ELECTROGRUP SA,3157000LCZKU04KWMS10,ELECTROGRUP SA,RO,ACTIVE,ISSUED,legal_exact,1.0,electrogrup sa,,RO,,ORG-ES80-RIPE,,1
"ELECTRONIC THEATRE CONTROLS, INC.",BBWRRWGACA0HG9ZWF471,"ELECTRONIC THEATRE CONTROLS, INC.",US,ACTIVE,ISSUED,legal_exact,1.0,electronic theatre controls inc,,US,,ETC-130-ARIN,,1
ELEMENTMEDIA GmbH,5299001R5ICFYQMDBO18,elementmedia GmbH,DE,ACTIVE,ISSUED,legal_exact,1.0,elementmedia gmbh,,DE,,ORG-SSG8-RIPE,,1
ELICA - S.P.A.,815600F231566A38BC43,ELICA S.P.A.,IT,ACTIVE,ISSUED,legal_exact,1.0,elica s p a,,IT,,ORG-ES104-RIPE,,1
ELIN GmbH,9845009ADE3770BC9E47,ELIN GmbH,AT,ACTIVE,ISSUED,legal_exact,1.0,elin gmbh,,AT,,ORG-EG184-RIPE,,1
ELKEM SILICONES France SAS,96950072BWZ18FEPHM25,ELKEM SILICONES FRANCE SAS,FR,ACTIVE,LAPSED,legal_exact,1.0,elkem silicones france sas,,FR,,ORG-BA316-RIPE,,1
ELLERSTON CAPITAL LIMITED,549300M22LOA28OSLV51,ELLERSTON CAPITAL LIMITED,AU,ACTIVE,ISSUED,legal_exact,1.0,ellerston capital limited,,AU,,ORG-ECL15-AP-APNIC,,1
EMC Home of Data GmbH,894500L0RKZMT4TQWI18,EMC Home of Data GmbH,DE,ACTIVE,ISSUED,legal_exact,1.0,emc home of data gmbh,,DE,9561,ORG-EHG1-RIPE,https://www.emc-homeofdata.de,1
EMP SECURE AS,636700UP0MROA1IYSC30,EMP SECURE AS,NO,ACTIVE,ISSUED,legal_exact,1.0,emp secure as,,NO,,ORG-HA11-RIPE,,1
EMP Secure AS,636700UP0MROA1IYSC30,EMP SECURE AS,NO,ACTIVE,ISSUED,legal_exact,1.0,emp secure as,,NO,22927,,http://www.empsecure.com,1
"EMPECOM, s.r.o.",529900JER78ZUWSKTS19,"EMPECOM, s.r.o.",CZ,ACTIVE,ISSUED,legal_exact,1.0,empecom s r o,,CZ,22839,ORG-ES356-RIPE,http://www.empecom.cz,1
EMPLOYEES PROVIDENT FUND ORGANISATION,335800L6FC86BIFEJO41,EMPLOYEES PROVIDENT FUND ORGANISATION,IN,ACTIVE,ISSUED,legal_exact,1.0,employees provident fund organisation,,IN,,@aut-134251-APNIC,,1
EMPRISE BANK,D32W5EBLENJC27207O81,Emprise Bank,US,ACTIVE,ISSUED,legal_exact,1.0,emprise bank,,US,,EMPRIS-1-ARIN,,1
EMRI GREEN HEALTH SERVICES,335800E2MQBOBWW1NX03,EMRI GREEN HEALTH SERVICES,IN,ACTIVE,ISSUED,legal_exact,1.0,emri green health services,,IN,,ORG-EGHS1-AP-APNIC,,1
EMS Capital LP,549300G53VHDLS1TWT92,EMS CAPITAL LP,US,ACTIVE,LAPSED,legal_exact,1.0,ems capital lp,,US,,ECL-70-ARIN,,1
EMS-CHEMIE AG,506700333IL7L7K89457,EMS-CHEMIE AG,CH,ACTIVE,ISSUED,legal_exact,1.0,ems chemie ag,,CH,,ORG-EA557-RIPE,,1
ENERCON GmbH,529900F6SL9E8T9KDR93,ENERCON GmbH,DE,ACTIVE,ISSUED,legal_exact,1.0,enercon gmbh,,DE,,ORG-EG29-RIPE,,1
ENI S.p.A.,BUCRF72VH5RBN7X3VL35,ENI S.P.A.,IT,ACTIVE,ISSUED,legal_exact,1.0,eni s p a,,IT,,ORG-ES235-RIPE,,1
"ENSCO, Inc.",549300PAYK177HVALY36,"ENSCO, INC.",US,ACTIVE,ISSUED,legal_exact,1.0,ensco inc,,US,,ENSCOI-1-ARIN,,1
ENTREPRISE DECIMA SARL,969500PFM4FHX5DBYO48,ARAMYS,FR,ACTIVE,LAPSED,legal_exact,1.0,aramys,alt_name,FR,42804,ORG-EDS4-RIPE,https://aramys.fr,1
"ENVESTNET, INC",549300HLWZ5OKIDM8737,"ENVESTNET, INC.",US,ACTIVE,LAPSED,legal_exact,1.0,envestnet inc,,US,,ENVES-1-ARIN,,1
"EOG Resources, Inc.",XWTZDRYZPBUHIQBKDB46,"EOG RESOURCES, INC.",US,ACTIVE,ISSUED,legal_exact,1.0,eog resources inc,,US,,EOGRES-ARIN,,1
EOLO S.p.A.,81560046D0F489B08569,EOLO S.P.A.,IT,ACTIVE,ISSUED,legal_exact,1.0,eolo s p a,,IT,,ORG-NS27-RIPE,,1
EPAM SYSTEMS INDIA PRIVATE LIMITED,335800UC9R4YM1MQVY40,EPAM SYSTEMS INDIA PRIVATE LIMITED,IN,ACTIVE,ISSUED,legal_exact,1.0,epam systems india private limited,,IN,,ORG-ESIP1-AP-APNIC,,1
"EPAM Systems, Inc",549300XCR4R530HJP604,"EPAM SYSTEMS, INC.",US,ACTIVE,ISSUED,legal_exact,1.0,epam systems inc,,US,21987,ES-1176-ARIN,,1
EPEC Telecomunicaciones,8945001AC1FBD0APV689,EMPRESA PROVINCIAL DE ENERGÍA DE CORDOBA,AR,ACTIVE,LAPSED,legal_exact,1.0,empresa provincial de energia de cordoba,alt_name,AR,10152,,http://www.epec.com.ar,1
"EPIQ Systems, Inc",I5PAA1AT6EWYG27J8V27,"EPIQ SYSTEMS, INC.",US,ACTIVE,ISSUED,legal_exact,1.0,epiq systems inc,,US,,EPIQSY-1-ARIN,,1
EQUATE PETROCHEMICAL COMPANY K.S.C.C.,635400J73BDO4TTGXD45,EQUATE Petrochemical Company K.S.C.C.,KW,ACTIVE,ISSUED,legal_exact,1.0,equate petrochemical company k s c c,,KW,,ORG-EPC3-RIPE,,1
EQUITY BANK RWANDA PLC,254900TVUHFSJR0HN536,Equity Bank Rwanda PLC,RW,ACTIVE,LAPSED,legal_exact,1.0,equity bank rwanda plc,,RW,,ORG-EBRP1-AFRINIC,,1
EQUITY BANK UGANDA LIMITED,635400ESKMK8UA8K7O87,EQUITY BANK UGANDA LIMITED,UG,ACTIVE,LAPSED,legal_exact,1.0,equity bank uganda limited,,UG,,ORG-EBUL1-AFRINIC,,1
EREMA Group GmbH,529900LR25UFCIESRZ12,EREMA Group GmbH,AT,ACTIVE,ISSUED,legal_exact,1.0,erema group gmbh,,AT,,ORG-EGG3-RIPE,,1
ERG S.P.A.,8156004604684CA44A90,ERG S.P.A.,IT,ACTIVE,ISSUED,legal_exact,1.0,erg s p a,,IT,,ORG-ES498-RIPE,,1
ERGO Forsikring A/S,529900XCDP67EU703X29,ERGO Forsikring A/S,DK,ACTIVE,ISSUED,legal_exact,1.0,ergo forsikring a s,,DK,,ORG-EI2-RIPE,,1
ERGO Insurance SE,549300WOSFHL8FRS5V57,ERGO INSURANCE SE,EE,ACTIVE,ISSUED,legal_exact,1.0,ergo insurance se,,EE,,ORG-EKA6-RIPE,,1
ERGO Versicherung Aktiengesellschaft,5299007W3TDXUG0DIK38,ERGO Versicherung Aktiengesellschaft,AT,ACTIVE,ISSUED,legal_exact,1.0,ergo versicherung aktiengesellschaft,,AT,,ORG-EVA15-RIPE,,1
ERNW Enno Rey Netzwerke GmbH,3912001SX8FK17ZT1J94,ERNW Enno Rey Netzwerke GmbH,DE,ACTIVE,ISSUED,legal_exact,1.0,ernw enno rey netzwerke gmbh,,DE,,ORG-EERN1-RIPE,,1
ESDS Software Solution Limited.,9845004BE60945VABB44,ESDS SOFTWARE SOLUTION LIMITED,IN,ACTIVE,ISSUED,legal_exact,1.0,esds software solution limited,,IN,,@aut-45815-APNIC,,1
"ESET, spol. s r.o.",3157000BLLYH4H1SOJ29,"ESET, spol. s r.o.",SK,ACTIVE,ISSUED,legal_exact,1.0,eset spol s r o,,SK,16691,ORG-ESSR6-RIPE,,1
ESPUBLICO SERVICIOS PARA LA ADMINISTRACION SA,959800AAJYUVU9QG4409,ESPUBLICO SERVICIOS PARA LA ADMINISTRACION SA,ES,ACTIVE,ISSUED,legal_exact,1.0,espublico servicios para la administracion sa,,ES,40401,ORG-ESPL2-RIPE,https://www.espublico.com,1
ESRI Deutschland GmbH,529900F1I38R6B4RF919,ESRI Deutschland GmbH,DE,ACTIVE,ISSUED,legal_exact,1.0,esri deutschland gmbh,active_only,DE,,ORG-ESRI2-RIPE,,1
"ESSENT GUARANTY, INC.",2549002UHRTCLJ8UFT51,"Essent Guaranty, Inc.",US,ACTIVE,ISSUED,legal_exact,1.0,essent guaranty inc,,US,,ESSEN-11-ARIN,,1
ETES GmbH,391200GSL6Q3VXFJU554,ETES GmbH,DE,ACTIVE,ISSUED,legal_exact,1.0,etes gmbh,,DE,,ORG-EG131-RIPE,,1
ETRURIA WI-FI S.R.L.,815600E2972356431348,ETRURIA WI-FI S.R.L.,IT,ACTIVE,ISSUED,legal_exact,1.0,etruria wi fi s r l,,IT,,ORG-EWDT1-RIPE,,1
ETS Ersoy Turistik Servisleri A.S.,789000YJ6JE80V2ZZN76,ETS ERSOY TURİSTİK SERVİSLERİ A.Ş.,TR,ACTIVE,LAPSED,legal_exact,1.0,ets ersoy turistik servisleri a s,,TR,,ORG-EETS1-RIPE,,1
EUR S.p.A.,81560072FFBAD0252885,EUR S.P.A.,IT,ACTIVE,LAPSED,legal_exact,1.0,eur s p a,,IT,,ORG-ES693-RIPE,,1
EUROLIFE FFH ASIGURARI DE VIATA S.A.,213800BQQJITVLKVBB33,EUROLIFE FFH ASIGURARI DE VIATA S.A.,RO,ACTIVE,ISSUED,legal_exact,1.0,eurolife ffh asigurari de viata s a,,RO,,ORG-EEAD1-RIPE,,1
EUROMADI IBERICA SA,894500ZSR9NP4YEJ6246,EUROMADI IBERICA SA,ES,ACTIVE,ISSUED,legal_exact,1.0,euromadi iberica sa,,ES,,ORG-EIS33-RIPE,,1
"EURONA WIRELESS TELECOM, S.A.",959800G4QHU52BQKQE63,EURONA WIRELESS TELECOM S.A.,ES,ACTIVE,LAPSED,legal_exact,1.0,eurona wireless telecom s a,,ES,16273,,http://www.eurona.com/,1
EV Group GmbH,529900LZ9M70XAUJQB45,EV Group GmbH,AT,ACTIVE,ISSUED,legal_exact,1.0,ev group gmbh,,AT,,ORG-EGG5-RIPE,,1
EVER Neuro Pharma GmbH,5299006CDZNH8GYFUV91,EVER Neuro Pharma GmbH,AT,ACTIVE,ISSUED,legal_exact,1.0,ever neuro pharma gmbh,,AT,,ORG-EPNG1-RIPE,,1
EVRY INDIA PRIVATE LIMITED,335800SFX7MP2GSM2E73,EVRY INDIA PRIVATE LIMITED,IN,ACTIVE,ISSUED,legal_exact,1.0,evry india private limited,,IN,,ORG-SIPL2-AP-APNIC,,1
"EXCO Resources, Inc.",G6D9JBJ3B5USYVP7TB32,"EXCO RESOURCES, INC.",US,ACTIVE,LAPSED,legal_exact,1.0,exco resources inc,,US,,ER-440-ARIN,,1
EXIM BANCA ROMANEASCA S.A.,635400F6HLXKXNJJX605,EXIM BANCA ROMÂNEASCĂ S.A.,RO,ACTIVE,ISSUED,legal_exact,1.0,exim banca romaneasca s a,,RO,,ORG-EBRS3-RIPE,,1
EXNESS LIMITED,213800WJ6VQGVJP7CC17,EXNESS LIMITED,NZ,ACTIVE,ISSUED,legal_exact,1.0,exness limited,,NZ,,ORG-EL340-RIPE,,1
EXOTEL TECHCOM PRIVATE LIMITED,2549000EQKJKLVN8MW48,EXOTEL TECHCOM PRIVATE LIMITED,IN,ACTIVE,LAPSED,legal_exact,1.0,exotel techcom private limited,,IN,,@aut-151124-APNIC,,1
EXPLEO SOLUTIONS LIMITED,335800DK7CRPS7G2IM95,EXPLEO SOLUTIONS LIMITED,IN,ACTIVE,ISSUED,legal_exact,1.0,expleo solutions limited,,IN,,ORG-SIIP1-AP-APNIC,,1
EXTRA SPACE STORAGE,529900SDJHKRQWED6A16,EXTRA SPACE STORAGE,US,ACTIVE,LAPSED,legal_exact,1.0,extra space storage,,US,,ESS-222-ARIN,,1
"Eagle Communications, Inc.",549300Q76D86MOGDBG28,"Eagle Communications, Inc.",US,ACTIVE,LAPSED,legal_exact,1.0,eagle communications inc,,US,,EAGLE-9-ARIN,,1
"Eagle Eye Networks, Inc",254900YZ5SHE04MFQS39,"Eagle Eye Networks, Inc.",US,ACTIVE,LAPSED,legal_exact,1.0,eagle eye networks inc,,US,,EEN-3-ARIN,,1
"East Kentucky Network, LLC.",5493003WBJZ7YAZ0E962,"EAST KENTUCKY NETWORK, LLC",US,ACTIVE,LAPSED,legal_exact,1.0,east kentucky network llc,,US,39614,EKNL-ARIN,http://www.ekn.com,1
East Metals AG in Liquidation,549300LN6T6MYMUY9357,EAST METALS AG IN LIQUIDATION,CH,ACTIVE,ISSUED,legal_exact,1.0,east metals ag in liquidation,,CH,,ORG-EMAG1-RIPE,,1
Eastbourne Borough Council,25490087LB4BPYJYAB28,Eastbourne Borough Council,GB,ACTIVE,LAPSED,legal_exact,1.0,eastbourne borough council,,GB,,ORG-EBC3-RIPE,,1
Eastern Caribbean Central Bank,549300JQ26UYYI7I7C72,Eastern Caribbean Central Bank,KN,ACTIVE,ISSUED,legal_exact,1.0,eastern caribbean central bank,,KN,32240,ECCB-2-ARIN,https://www.eccb-centralbank.org,1
Eastern Property AG,254900GBD4YAX7N2A223,Eastern Property AG,CH,ACTIVE,ISSUED,legal_exact,1.0,eastern property ag,,CH,,ORG-JEPI1-RIPE,,1
Eastern University,254900ND7VVT9MZHMX64,Eastern University,US,ACTIVE,LAPSED,legal_exact,1.0,eastern university,,US,,EASTER-ARIN,,1
Eastman Credit Union,549300DDLYW49R2HCV81,EASTMAN CREDIT UNION,US,ACTIVE,ISSUED,legal_exact,1.0,eastman credit union,,US,,EASTM-12-ARIN,,1
Eastman Kodak Company,549300P7J8F3SSMY3E81,Eastman Kodak Company,US,ACTIVE,LAPSED,legal_exact,1.0,eastman kodak company,,US,,EASTMA-Z-ARIN,,1
Ebert HERA B.V.,9845004F0D6BBA5DDA96,Ebert HERA B.V.,NL,ACTIVE,ISSUED,legal_exact,1.0,ebert hera b v,,NL,,ORG-SSB15-RIPE,,1
Echo Group Inc,549300V1AYP0TGTH2K33,"ECHO GROUP, INC.",US,ACTIVE,LAPSED,legal_exact,1.0,echo group inc,,US,,EG-152-ARIN,,1
Eco Material Technologies Inc.,2549001ARPX05UHXX452,Eco Material Technologies Inc,US,ACTIVE,LAPSED,legal_exact,1.0,eco material technologies inc,,US,,EMT-35-ARIN,,1
Ecole de technologie superieure,549300MXVSXLM4N37K18,ÉCOLE DE TECHNOLOGIE SUPÉRIEURE,CA,ACTIVE,LAPSED,legal_exact,1.0,ecole de technologie superieure,,CA,,EDTS-ARIN,,1
Economia a.s.,315700FOQLGYM6C4UI51,"Economia, a.s.",CZ,ACTIVE,ISSUED,legal_exact,1.0,economia a s,,CZ,,ORG-CHS2-RIPE,,1
Edelskjold Holding ApS,984500BDQD8C1F4Z5E56,Edelskjold Holding ApS,DK,ACTIVE,ISSUED,legal_exact,1.0,edelskjold holding aps,,DK,41687,ORG-EHA39-RIPE,,1
Edge Network Technologies Ltd,529900HTI0C8TUZAF693,EDGE NETWORK TECHNOLOGIES LTD,GB,ACTIVE,ISSUED,legal_exact,1.0,edge network technologies ltd,,GB,41786,ORG-ENTL2-RIPE,,1
"EdgeConneX, INC",549300WEWB1TX1BT1N58,"EDGECONNEX, INC.",US,ACTIVE,LAPSED,legal_exact,1.0,edgeconnex inc,,US,,EDGEC-24-ARIN,,1
Edgehog LLC,549300PVZKTP7XTZCH16,EDGEHOG LLC,US,ACTIVE,ISSUED,legal_exact,1.0,edgehog llc,,US,,ETL-165-ARIN,,1
"Edgestream Partners, L.P.",549300SOEZBOI2V2ZD34,"EDGESTREAM PARTNERS, L.P.",US,ACTIVE,ISSUED,legal_exact,1.0,edgestream partners l p,,US,,EPL-107-ARIN,,1
"Edgewell Personal Care Brands, LLC",5493004T8W2C738PKX58,"EDGEWELL PERSONAL CARE BRANDS, LLC",US,ACTIVE,ISSUED,legal_exact,1.0,edgewell personal care brands llc,,US,,EPC-55-ARIN,,1
Edgewood Companies,549300L6STYHDBNU6A03,Edgewood Companies,US,ACTIVE,LAPSED,legal_exact,1.0,edgewood companies,,US,,EC-626-ARIN,,1
"Edifecs, Inc.",254900F921A3B21QKJ15,"Edifecs, Inc.",US,ACTIVE,LAPSED,legal_exact,1.0,edifecs inc,,US,,EDIFE-ARIN,,1
Edmond de Rothschild (France) SA,96950066S6A5YFB35Q12,EDMOND DE ROTHSCHILD SA,FR,ACTIVE,ISSUED,legal_exact,1.0,edmond de rothschild sa,,FR,,ORG-EDRS2-RIPE,,1
"Education Networks of America, Inc.",QKKPM5UA1HL7X4C5KD20,"Education Networks of America, Inc.",US,ACTIVE,LAPSED,legal_exact,1.0,education networks of america inc,,US,10952,,https://www.zayoeducation.com,1
Educational Testing Service,984500131FFAF63B6012,EDUCATIONAL TESTING SERVICE,US,ACTIVE,ISSUED,legal_exact,1.0,educational testing service,,US,,ETS-1-ARIN,,1
Eesti Pank,6YJ6OTG0PYO45FO7Q425,Eesti Pank,EE,ACTIVE,ISSUED,legal_exact,1.0,eesti pank,,EE,,ORG-EP35-RIPE,,1
"Efficient Capital Management, LLC.",549300ZVQHHF254YW908,"EFFICIENT CAPITAL MANAGEMENT, LLC",US,ACTIVE,ISSUED,legal_exact,1.0,efficient capital management llc,,US,,ECML-2-ARIN,,1
Egnyte Inc.,5493001FF7SF8QFKNF05,"EGNYTE, INC.",US,ACTIVE,ISSUED,legal_exact,1.0,egnyte inc,,US,,EGNYT-1-ARIN,,1
Egton Medical Information Systems Limited,635400MV9RB6LEZF8A30,EGTON MEDICAL INFORMATION SYSTEMS LIMITED,GB,ACTIVE,ISSUED,legal_exact,1.0,egton medical information systems limited,,GB,,ORG-EMIS2-RIPE,,1
Eidsiva Energi AS,5967007LIEEXZXJJIO72,EIDSIVA ENERGI AS,NO,ACTIVE,ISSUED,legal_exact,1.0,eidsiva energi as,,NO,,ORG-EEA26-RIPE,,1
Eimskip Island ehf,549300VB82NLUVK5V367,Eimskip Ísland ehf.,IS,ACTIVE,ISSUED,legal_exact,1.0,eimskip island ehf,,IS,,ORG-EIE2-RIPE,,1
Eis S.r.l,8156001CE5C535995E29,EIS S.R.L.,IT,ACTIVE,ISSUED,legal_exact,1.0,eis s r l,,IT,31353,,http://www.eis.it,1
Eis S.r.l.,8156001CE5C535995E29,EIS S.R.L.,IT,ACTIVE,ISSUED,legal_exact,1.0,eis s r l,,IT,,ORG-ES580-RIPE,,1
Eisenhower Medical Center,549300Y22RLPX8BMYT33,EISENHOWER MEDICAL CENTER,US,ACTIVE,LAPSED,legal_exact,1.0,eisenhower medical center,,US,,EMC-ARIN,,1
Eisler Capital (US) LLC,549300GQEG7PA4FHLL24,EISLER CAPITAL (US) LLC,US,ACTIVE,ISSUED,legal_exact,1.0,eisler capital llc,,US,,ECUL-4-ARIN,,1
Eitech AB,549300C5E8LRP0447Y57,Eitech AB,SE,ACTIVE,ISSUED,legal_exact,1.0,eitech ab,,SE,,ORG-EITE2-RIPE,,1
Elastx AB,254900RHPOC03R6UQO15,Elastx AB,SE,ACTIVE,ISSUED,legal_exact,1.0,elastx ab,,SE,13666,,https://elastx.se/en/,1
Elbit Systems LTD.,529900Q9CB1REUMZSS32,Elbit Systems Ltd.,IL,ACTIVE,LAPSED,legal_exact,1.0,elbit systems ltd,,IL,,ORG-ESL15-RIPE,,1
Elca Informatique SA,506700A94R0EUG9P9E37,ELCA Informatique SA,CH,ACTIVE,ISSUED,legal_exact,1.0,elca informatique sa,,CH,,ORG-EIS41-RIPE,,1
"Elderhostel, Inc.",549300VEHTGUPXN1P427,"ELDERHOSTEL, INC.",US,ACTIVE,ISSUED,legal_exact,1.0,elderhostel inc,,US,,ELDER-2-ARIN,,1
Electricity Authority of Cyprus,213800WQ9O26PGHXFG64,ELECTRICITY AUTHORITY OF CYPRUS,CY,ACTIVE,ISSUED,legal_exact,1.0,electricity authority of cyprus,,CY,,ORG-EAOC2-RIPE,,1
Electricity Generation and Retail Corporation,984500C13C8DA1GD0762,ELECTRICITY GENERATION AND RETAIL CORPORATION,AU,ACTIVE,LAPSED,legal_exact,1.0,electricity generation and retail corporation,,AU,,ORG-EGAR1-AP-APNIC,,1
Electricity Supply Board,635400UFHDIQCDZ6JK11,Electricity Supply Board,IE,ACTIVE,ISSUED,legal_exact,1.0,electricity supply board,,IE,,ORG-ESB5-RIPE,,1
Electromagnetic Field,9845002FBVBC5B7BP104,ELECTROMAGNETIC FIELD LTD,GB,ACTIVE,ISSUED,legal_exact,1.0,electromagnetic field ltd,alt_name,GB,9630,,https://www.emfcamp.org/,1
Electromagnetic Field Ltd.,9845002FBVBC5B7BP104,ELECTROMAGNETIC FIELD LTD,GB,ACTIVE,ISSUED,legal_exact,1.0,electromagnetic field ltd,,GB,,ORG-EMF3-RIPE,,1
"Electronic Funds Source, LLC",549300HZMZ7DIJ9PDJ12,Electronic Funds Source LLC,US,ACTIVE,LAPSED,legal_exact,1.0,electronic funds source llc,,US,,EFSL-3-ARIN,,1
"Electronics for Imaging, Inc.",549300PN42C4XYPSEV84,"Electronics for Imaging, Inc.",US,ACTIVE,LAPSED,legal_exact,1.0,electronics for imaging inc,,US,,ELECTR-264-ARIN,,1
Eleks Holding OU,984500B8FUAC94AF3605,Eleks Holding OÜ,EE,ACTIVE,ISSUED,legal_exact,1.0,eleks holding ou,,EE,,ORG-EHO1-RIPE,,1
Elektrizitatswerk der Stadt Zurich,529900KMRY66LSWA2S13,Elektrizitätswerk der Stadt Zürich,CH,ACTIVE,ISSUED,legal_exact,1.0,elektrizitatswerk der stadt zurich,,CH,,ORG-EDSZ1-RIPE,,1
"Elektro Gorenjska, podjetje za distribucijo elektricne energije, d.d.",549300OMI5CUPTCWEM38,"ELEKTRO GORENJSKA, podjetje za distribucijo električne energije, d.d.",SI,ACTIVE,ISSUED,legal_exact,1.0,elektro gorenjska podjetje za distribucijo elektricne energije d d,,SI,,ORG-ELGO1-RIPE,,1
"Elektro Primorska, podjetje za distribucijo elektricne energije, d.d.",48510000IAPZ2OFDDB34,"ELEKTRO PRIMORSKA podjetje za distribucijo električne energije, d.d.",SI,ACTIVE,ISSUED,legal_exact,1.0,elektro primorska podjetje za distribucijo elektricne energije d d,,SI,,ORG-EPPZ2-RIPE,,1
Element Capital Management LLC,549300YMCRKYDT851586,ELEMENT CAPITAL MANAGEMENT LLC,US,ACTIVE,ISSUED,legal_exact,1.0,element capital management llc,,US,,ECML-7-ARIN,,1
Elgeka-Ferfelis Romania SA,549300RWVFRLVKKW4G71,ELGEKA - FERFELIS ROMANIA SA,RO,ACTIVE,ISSUED,legal_exact,1.0,elgeka ferfelis romania sa,,RO,,ORG-ERS9-RIPE,,1
Eli Lilly and Company,FRDRIPF3EKNDJ2CQJL29,ELI LILLY AND COMPANY,US,ACTIVE,ISSUED,legal_exact,1.0,eli lilly and company,,US,,ELILIL-Z-ARIN,,1
Elisa Santa Monica Oy,743700PUPW184XVGWP77,Elisa Santa Monica Oy,FI,ACTIVE,ISSUED,legal_exact,1.0,elisa santa monica oy,,FI,,ORG-SMNO1-RIPE,,1
Elizabethtown College,549300E5INP220VCX587,ELIZABETHTOWN COLLEGE,US,ACTIVE,LAPSED,legal_exact,1.0,elizabethtown college,,US,,ELIZAB-ARIN,,1
